drummer,session,id,style,bpm,beat_type,time_signature,midi_filename,audio_filename,duration,split
drummer1,drummer1/session1,drummer1/session1/71,jazz,125,fill,4-4,drummer1/session1/71_jazz_125_fill_4-4.mid,drummer1/session1/71_jazz_125_fill_4-4.wav,1.545000,test
drummer1,drummer1/session1,drummer1/session1/72,jazz,125,fill,4-4,drummer1/session1/72_jazz_125_fill_4-4.mid,drummer1/session1/72_jazz_125_fill_4-4.wav,1.512000,train
drummer1,drummer1/session1,drummer1/session1/73,jazz,125,fill,4-4,drummer1/session1/73_jazz_125_fill_4-4.mid,drummer1/session1/73_jazz_125_fill_4-4.wav,1.559000,train
drummer1,drummer1/session1,drummer1/session1/74,jazz,125,fill,4-4,drummer1/session1/74_jazz_125_fill_4-4.mid,drummer1/session1/74_jazz_125_fill_4-4.wav,1.500000,train
drummer1,drummer1/session1,drummer1/session1/75,jazz,125,beat,4-4,drummer1/session1/75_jazz_125_beat_4-4.mid,drummer1/session1/75_jazz_125_beat_4-4.wav,61.404000,train
drummer1,drummer1/session1,drummer1/session1/76,jazz/mediumfast,180,beat,4-4,drummer1/session1/76_jazz-mediumfast_180_beat_4-4.mid,drummer1/session1/76_jazz-mediumfast_180_beat_4-4.wav,7.315270,train
drummer1,drummer1/session1,drummer1/session1/77,jazz/mediumfast,180,beat,4-4,drummer1/session1/77_jazz-mediumfast_180_beat_4-4.mid,drummer1/session1/77_jazz-mediumfast_180_beat_4-4.wav,148.320685,train
drummer1,drummer1/session1,drummer1/session1/78,jazz/fast,290,beat,4-4,drummer1/session1/78_jazz-fast_290_beat_4-4.mid,drummer1/session1/78_jazz-fast_290_beat_4-4.wav,105.048858,train
drummer1,drummer1/session1,drummer1/session1/79,latin/reggaeton,90,beat,4-4,drummer1/session1/79_latin-reggaeton_90_beat_4-4.mid,drummer1/session1/79_latin-reggaeton_90_beat_4-4.wav,87.784634,train
drummer1,drummer1/session1,drummer1/session1/8,jazz/funk,116,fill,4-4,drummer1/session1/8_jazz-funk_116_fill_4-4.mid,drummer1/session1/8_jazz-funk_116_fill_4-4.wav,1.918102,train
drummer1,drummer1/session1,drummer1/session1/80,dance/breakbeat,170,beat,4-4,drummer1/session1/80_dance-breakbeat_170_beat_4-4.mid,drummer1/session1/80_dance-breakbeat_170_beat_4-4.wav,108.466858,train
drummer1,drummer1/session1,drummer1/session1/81,dance/breakbeat,170,beat,4-4,drummer1/session1/81_dance-breakbeat_170_beat_4-4.mid,drummer1/session1/81_dance-breakbeat_170_beat_4-4.wav,56.392619,train
drummer1,drummer1/session1,drummer1/session1/82,neworleans/funk,84,beat,4-4,drummer1/session1/82_neworleans-funk_84_beat_4-4.mid,drummer1/session1/82_neworleans-funk_84_beat_4-4.wav,139.734979,train
drummer1,drummer1/session1,drummer1/session1/83,neworleans/funk,84,fill,4-4,drummer1/session1/83_neworleans-funk_84_fill_4-4.mid,drummer1/session1/83_neworleans-funk_84_fill_4-4.wav,2.586307,train
drummer1,drummer1/session1,drummer1/session1/84,neworleans/funk,84,fill,4-4,drummer1/session1/84_neworleans-funk_84_fill_4-4.mid,drummer1/session1/84_neworleans-funk_84_fill_4-4.wav,2.569938,train
drummer1,drummer1/session1,drummer1/session1/85,neworleans/funk,84,fill,4-4,drummer1/session1/85_neworleans-funk_84_fill_4-4.mid,drummer1/session1/85_neworleans-funk_84_fill_4-4.wav,2.563986,train
drummer1,drummer1/session1,drummer1/session1/86,neworleans/funk,84,fill,4-4,drummer1/session1/86_neworleans-funk_84_fill_4-4.mid,drummer1/session1/86_neworleans-funk_84_fill_4-4.wav,2.247022,train
drummer1,drummer1/session1,drummer1/session1/87,neworleans/funk,84,fill,4-4,drummer1/session1/87_neworleans-funk_84_fill_4-4.mid,drummer1/session1/87_neworleans-funk_84_fill_4-4.wav,2.422617,train
drummer1,drummer1/session1,drummer1/session1/88,neworleans/funk,84,fill,4-4,drummer1/session1/88_neworleans-funk_84_fill_4-4.mid,drummer1/session1/88_neworleans-funk_84_fill_4-4.wav,5.355649,train
drummer1,drummer1/session1,drummer1/session1/89,neworleans/funk,84,fill,4-4,drummer1/session1/89_neworleans-funk_84_fill_4-4.mid,drummer1/session1/89_neworleans-funk_84_fill_4-4.wav,5.424102,train
drummer1,drummer1/session1,drummer1/session1/9,jazz/funk,116,fill,4-4,drummer1/session1/9_jazz-funk_116_fill_4-4.mid,drummer1/session1/9_jazz-funk_116_fill_4-4.wav,1.594826,train
drummer1,drummer1/session1,drummer1/session1/90,neworleans/funk,84,fill,4-4,drummer1/session1/90_neworleans-funk_84_fill_4-4.mid,drummer1/session1/90_neworleans-funk_84_fill_4-4.wav,2.422617,train
drummer1,drummer1/session1,drummer1/session1/91,neworleans/funk,84,fill,4-4,drummer1/session1/91_neworleans-funk_84_fill_4-4.mid,drummer1/session1/91_neworleans-funk_84_fill_4-4.wav,2.547616,train
drummer1,drummer1/session1,drummer1/session1/92,neworleans/funk,84,fill,4-4,drummer1/session1/92_neworleans-funk_84_fill_4-4.mid,drummer1/session1/92_neworleans-funk_84_fill_4-4.wav,2.400295,train
drummer1,drummer1/session1,drummer1/session1/93,neworleans/funk,84,fill,4-4,drummer1/session1/93_neworleans-funk_84_fill_4-4.mid,drummer1/session1/93_neworleans-funk_84_fill_4-4.wav,2.449402,test
drummer1,drummer1/session1,drummer1/session1/94,neworleans/funk,84,fill,4-4,drummer1/session1/94_neworleans-funk_84_fill_4-4.mid,drummer1/session1/94_neworleans-funk_84_fill_4-4.wav,2.543152,train
drummer1,drummer1/session1,drummer1/session1/95,neworleans/funk,84,fill,4-4,drummer1/session1/95_neworleans-funk_84_fill_4-4.mid,drummer1/session1/95_neworleans-funk_84_fill_4-4.wav,2.461307,train
drummer1,drummer1/session1,drummer1/session1/96,neworleans/funk,84,fill,4-4,drummer1/session1/96_neworleans-funk_84_fill_4-4.mid,drummer1/session1/96_neworleans-funk_84_fill_4-4.wav,2.206843,train
drummer1,drummer1/session1,drummer1/session1/97,neworleans/funk,84,fill,4-4,drummer1/session1/97_neworleans-funk_84_fill_4-4.mid,drummer1/session1/97_neworleans-funk_84_fill_4-4.wav,2.398807,train
drummer1,drummer1/session1,drummer1/session1/98,neworleans/funk,84,fill,4-4,drummer1/session1/98_neworleans-funk_84_fill_4-4.mid,drummer1/session1/98_neworleans-funk_84_fill_4-4.wav,2.438986,test
drummer1,drummer1/session1,drummer1/session1/99,neworleans/funk,84,fill,4-4,drummer1/session1/99_neworleans-funk_84_fill_4-4.mid,drummer1/session1/99_neworleans-funk_84_fill_4-4.wav,2.553569,validation
drummer1,drummer1/session2,drummer1/session2/1,latin/chacarera,157,beat,3-4,drummer1/session2/1_latin-chacarera_157_beat_3-4.mid,drummer1/session2/1_latin-chacarera_157_beat_3-4.wav,147.945217,validation
drummer1,drummer1/session2,drummer1/session2/10,country,114,beat,4-4,drummer1/session2/10_country_114_beat_4-4.mid,drummer1/session2/10_country_114_beat_4-4.wav,154.966071,train
drummer1,drummer1/session2,drummer1/session2/100,funk/rock,92,fill,4-4,drummer1/session2/100_funk-rock_92_fill_4-4.mid,drummer1/session2/100_funk-rock_92_fill_4-4.wav,2.523098,validation
drummer1,drummer1/session2,drummer1/session2/101,funk/rock,92,fill,4-4,drummer1/session2/101_funk-rock_92_fill_4-4.mid,drummer1/session2/101_funk-rock_92_fill_4-4.wav,2.569294,train
drummer1,drummer1/session2,drummer1/session2/102,funk/rock,92,fill,4-4,drummer1/session2/102_funk-rock_92_fill_4-4.mid,drummer1/session2/102_funk-rock_92_fill_4-4.wav,2.339674,train
drummer1,drummer1/session2,drummer1/session2/103,funk/rock,92,fill,4-4,drummer1/session2/103_funk-rock_92_fill_4-4.mid,drummer1/session2/103_funk-rock_92_fill_4-4.wav,2.572011,train
drummer1,drummer1/session2,drummer1/session2/104,funk/rock,92,fill,4-4,drummer1/session2/104_funk-rock_92_fill_4-4.mid,drummer1/session2/104_funk-rock_92_fill_4-4.wav,2.601903,train
drummer1,drummer1/session2,drummer1/session2/105,funk/rock,92,fill,4-4,drummer1/session2/105_funk-rock_92_fill_4-4.mid,drummer1/session2/105_funk-rock_92_fill_4-4.wav,2.456522,train
drummer1,drummer1/session2,drummer1/session2/106,funk/rock,92,fill,4-4,drummer1/session2/106_funk-rock_92_fill_4-4.mid,drummer1/session2/106_funk-rock_92_fill_4-4.wav,2.472826,train
drummer1,drummer1/session2,drummer1/session2/107,funk/rock,92,fill,4-4,drummer1/session2/107_funk-rock_92_fill_4-4.mid,drummer1/session2/107_funk-rock_92_fill_4-4.wav,2.589674,validation
drummer1,drummer1/session2,drummer1/session2/108,funk/rock,92,fill,4-4,drummer1/session2/108_funk-rock_92_fill_4-4.mid,drummer1/session2/108_funk-rock_92_fill_4-4.wav,2.600544,train
drummer1,drummer1/session2,drummer1/session2/109,funk/rock,92,fill,4-4,drummer1/session2/109_funk-rock_92_fill_4-4.mid,drummer1/session2/109_funk-rock_92_fill_4-4.wav,2.551631,train
drummer1,drummer1/session2,drummer1/session2/11,country,114,fill,4-4,drummer1/session2/11_country_114_fill_4-4.mid,drummer1/session2/11_country_114_fill_4-4.wav,1.941887,train
drummer1,drummer1/session2,drummer1/session2/110,rock/prog,190,beat,4-4,drummer1/session2/110_rock-prog_190_beat_4-4.mid,drummer1/session2/110_rock-prog_190_beat_4-4.wav,95.902488,test
drummer1,drummer1/session2,drummer1/session2/111,rock/prog,110,beat,5-4,drummer1/session2/111_rock-prog_110_beat_5-4.mid,drummer1/session2/111_rock-prog_110_beat_5-4.wav,141.758073,train
drummer1,drummer1/session2,drummer1/session2/112,afrocuban/bembe,122,beat,4-4,drummer1/session2/112_afrocuban-bembe_122_beat_4-4.mid,drummer1/session2/112_afrocuban-bembe_122_beat_4-4.wav,206.611563,train
drummer1,drummer1/session2,drummer1/session2/113,afrocuban/bembe,122,fill,4-4,drummer1/session2/113_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/113_afrocuban-bembe_122_fill_4-4.wav,1.949794,train
drummer1,drummer1/session2,drummer1/session2/114,afrocuban/bembe,122,fill,4-4,drummer1/session2/114_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/114_afrocuban-bembe_122_fill_4-4.wav,1.953892,train
drummer1,drummer1/session2,drummer1/session2/115,afrocuban/bembe,122,fill,4-4,drummer1/session2/115_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/115_afrocuban-bembe_122_fill_4-4.wav,1.962089,train
drummer1,drummer1/session2,drummer1/session2/116,afrocuban/bembe,122,fill,4-4,drummer1/session2/116_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/116_afrocuban-bembe_122_fill_4-4.wav,1.949794,test
drummer1,drummer1/session2,drummer1/session2/117,afrocuban/bembe,122,fill,4-4,drummer1/session2/117_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/117_afrocuban-bembe_122_fill_4-4.wav,2.046105,train
drummer1,drummer1/session2,drummer1/session2/118,afrocuban/bembe,122,fill,4-4,drummer1/session2/118_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/118_afrocuban-bembe_122_fill_4-4.wav,1.946720,train
drummer1,drummer1/session2,drummer1/session2/119,afrocuban/bembe,122,fill,4-4,drummer1/session2/119_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/119_afrocuban-bembe_122_fill_4-4.wav,1.960040,test
drummer1,drummer1/session2,drummer1/session2/12,country,114,fill,4-4,drummer1/session2/12_country_114_fill_4-4.mid,drummer1/session2/12_country_114_fill_4-4.wav,1.925439,train
drummer1,drummer1/session2,drummer1/session2/120,afrocuban/bembe,122,fill,4-4,drummer1/session2/120_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/120_afrocuban-bembe_122_fill_4-4.wav,2.046105,train
drummer1,drummer1/session2,drummer1/session2/121,afrocuban/bembe,122,fill,4-4,drummer1/session2/121_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/121_afrocuban-bembe_122_fill_4-4.wav,1.935450,train
drummer1,drummer1/session2,drummer1/session2/122,afrocuban/bembe,122,fill,4-4,drummer1/session2/122_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/122_afrocuban-bembe_122_fill_4-4.wav,2.045081,train
drummer1,drummer1/session2,drummer1/session2/123,afrocuban/bembe,122,fill,4-4,drummer1/session2/123_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/123_afrocuban-bembe_122_fill_4-4.wav,1.965163,train
drummer1,drummer1/session2,drummer1/session2/124,afrocuban/bembe,122,fill,4-4,drummer1/session2/124_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/124_afrocuban-bembe_122_fill_4-4.wav,1.574794,train
drummer1,drummer1/session2,drummer1/session2/125,afrocuban/bembe,122,fill,4-4,drummer1/session2/125_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/125_afrocuban-bembe_122_fill_4-4.wav,1.933401,train
drummer1,drummer1/session2,drummer1/session2/126,afrocuban/bembe,122,fill,4-4,drummer1/session2/126_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/126_afrocuban-bembe_122_fill_4-4.wav,1.897540,train
drummer1,drummer1/session2,drummer1/session2/127,afrocuban/bembe,122,fill,4-4,drummer1/session2/127_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/127_afrocuban-bembe_122_fill_4-4.wav,1.919056,train
drummer1,drummer1/session2,drummer1/session2/128,afrocuban/bembe,122,fill,4-4,drummer1/session2/128_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/128_afrocuban-bembe_122_fill_4-4.wav,1.887294,train
drummer1,drummer1/session2,drummer1/session2/129,afrocuban/bembe,122,fill,4-4,drummer1/session2/129_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/129_afrocuban-bembe_122_fill_4-4.wav,1.558401,train
drummer1,drummer1/session2,drummer1/session2/13,country,114,fill,4-4,drummer1/session2/13_country_114_fill_4-4.mid,drummer1/session2/13_country_114_fill_4-4.wav,1.889255,train
drummer1,drummer1/session2,drummer1/session2/130,afrocuban/bembe,122,fill,4-4,drummer1/session2/130_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/130_afrocuban-bembe_122_fill_4-4.wav,1.564548,train
drummer1,drummer1/session2,drummer1/session2/131,afrocuban/bembe,122,fill,4-4,drummer1/session2/131_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/131_afrocuban-bembe_122_fill_4-4.wav,1.948769,test
drummer1,drummer1/session2,drummer1/session2/132,afrocuban/bembe,122,fill,4-4,drummer1/session2/132_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/132_afrocuban-bembe_122_fill_4-4.wav,1.897540,train
drummer1,drummer1/session2,drummer1/session2/133,afrocuban/bembe,122,fill,4-4,drummer1/session2/133_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/133_afrocuban-bembe_122_fill_4-4.wav,1.716188,validation
drummer1,drummer1/session2,drummer1/session2/134,afrocuban/bembe,122,fill,4-4,drummer1/session2/134_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/134_afrocuban-bembe_122_fill_4-4.wav,1.957991,validation
drummer1,drummer1/session2,drummer1/session2/135,afrocuban/bembe,122,fill,4-4,drummer1/session2/135_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/135_afrocuban-bembe_122_fill_4-4.wav,1.748974,validation
drummer1,drummer1/session2,drummer1/session2/136,afrocuban/bembe,122,fill,4-4,drummer1/session2/136_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/136_afrocuban-bembe_122_fill_4-4.wav,1.746925,train
drummer1,drummer1/session2,drummer1/session2/137,afrocuban/bembe,122,fill,4-4,drummer1/session2/137_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/137_afrocuban-bembe_122_fill_4-4.wav,1.728483,train
drummer1,drummer1/session2,drummer1/session2/138,afrocuban/bembe,122,fill,4-4,drummer1/session2/138_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/138_afrocuban-bembe_122_fill_4-4.wav,1.767417,train
drummer1,drummer1/session2,drummer1/session2/139,afrocuban/bembe,122,fill,4-4,drummer1/session2/139_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/139_afrocuban-bembe_122_fill_4-4.wav,2.044056,train
drummer1,drummer1/session2,drummer1/session2/14,country,114,fill,4-4,drummer1/session2/14_country_114_fill_4-4.mid,drummer1/session2/14_country_114_fill_4-4.wav,1.922150,validation
drummer1,drummer1/session2,drummer1/session2/140,afrocuban/bembe,122,fill,4-4,drummer1/session2/140_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/140_afrocuban-bembe_122_fill_4-4.wav,2.034835,train
drummer1,drummer1/session2,drummer1/session2/141,afrocuban/bembe,122,fill,4-4,drummer1/session2/141_afrocuban-bembe_122_fill_4-4.mid,drummer1/session2/141_afrocuban-bembe_122_fill_4-4.wav,1.718237,train
drummer1,drummer1/session2,drummer1/session2/142,gospel,120,beat,4-4,drummer1/session2/142_gospel_120_beat_4-4.mid,drummer1/session2/142_gospel_120_beat_4-4.wav,139.527083,validation
drummer1,drummer1/session2,drummer1/session2/143,gospel,120,fill,4-4,drummer1/session2/143_gospel_120_fill_4-4.mid,drummer1/session2/143_gospel_120_fill_4-4.wav,1.796875,validation
drummer1,drummer1/session2,drummer1/session2/144,gospel,120,fill,4-4,drummer1/session2/144_gospel_120_fill_4-4.mid,drummer1/session2/144_gospel_120_fill_4-4.wav,1.956250,validation
drummer1,drummer1/session2,drummer1/session2/145,gospel,120,fill,4-4,drummer1/session2/145_gospel_120_fill_4-4.mid,drummer1/session2/145_gospel_120_fill_4-4.wav,1.843750,train
drummer1,drummer1/session2,drummer1/session2/146,gospel,120,fill,4-4,drummer1/session2/146_gospel_120_fill_4-4.mid,drummer1/session2/146_gospel_120_fill_4-4.wav,1.851042,train
drummer1,drummer1/session2,drummer1/session2/147,gospel,120,fill,4-4,drummer1/session2/147_gospel_120_fill_4-4.mid,drummer1/session2/147_gospel_120_fill_4-4.wav,1.832292,train
drummer1,drummer1/session2,drummer1/session2/148,gospel,120,fill,4-4,drummer1/session2/148_gospel_120_fill_4-4.mid,drummer1/session2/148_gospel_120_fill_4-4.wav,1.842708,train
drummer1,drummer1/session2,drummer1/session2/149,gospel,120,fill,4-4,drummer1/session2/149_gospel_120_fill_4-4.mid,drummer1/session2/149_gospel_120_fill_4-4.wav,1.823958,validation
drummer1,drummer1/session2,drummer1/session2/15,country,114,fill,4-4,drummer1/session2/15_country_114_fill_4-4.mid,drummer1/session2/15_country_114_fill_4-4.wav,1.835527,train
drummer1,drummer1/session2,drummer1/session2/150,gospel,120,fill,4-4,drummer1/session2/150_gospel_120_fill_4-4.mid,drummer1/session2/150_gospel_120_fill_4-4.wav,1.816667,validation
drummer1,drummer1/session2,drummer1/session2/151,gospel,120,fill,4-4,drummer1/session2/151_gospel_120_fill_4-4.mid,drummer1/session2/151_gospel_120_fill_4-4.wav,1.831250,train
drummer1,drummer1/session2,drummer1/session2/152,gospel,120,fill,4-4,drummer1/session2/152_gospel_120_fill_4-4.mid,drummer1/session2/152_gospel_120_fill_4-4.wav,1.856250,train
drummer1,drummer1/session2,drummer1/session2/153,gospel,120,fill,4-4,drummer1/session2/153_gospel_120_fill_4-4.mid,drummer1/session2/153_gospel_120_fill_4-4.wav,1.823958,train
drummer1,drummer1/session2,drummer1/session2/154,gospel,120,fill,4-4,drummer1/session2/154_gospel_120_fill_4-4.mid,drummer1/session2/154_gospel_120_fill_4-4.wav,1.791667,train
drummer1,drummer1/session2,drummer1/session2/155,gospel,120,fill,4-4,drummer1/session2/155_gospel_120_fill_4-4.mid,drummer1/session2/155_gospel_120_fill_4-4.wav,1.816667,train
drummer1,drummer1/session2,drummer1/session2/156,gospel,120,fill,4-4,drummer1/session2/156_gospel_120_fill_4-4.mid,drummer1/session2/156_gospel_120_fill_4-4.wav,1.835417,train
drummer1,drummer1/session2,drummer1/session2/157,gospel,120,fill,4-4,drummer1/session2/157_gospel_120_fill_4-4.mid,drummer1/session2/157_gospel_120_fill_4-4.wav,1.844792,train
drummer1,drummer1/session2,drummer1/session2/158,gospel,120,fill,4-4,drummer1/session2/158_gospel_120_fill_4-4.mid,drummer1/session2/158_gospel_120_fill_4-4.wav,1.808333,train
drummer1,drummer1/session2,drummer1/session2/159,gospel,120,fill,4-4,drummer1/session2/159_gospel_120_fill_4-4.mid,drummer1/session2/159_gospel_120_fill_4-4.wav,1.840625,train
drummer1,drummer1/session2,drummer1/session2/16,country,114,fill,4-4,drummer1/session2/16_country_114_fill_4-4.mid,drummer1/session2/16_country_114_fill_4-4.wav,1.929825,test
drummer1,drummer1/session2,drummer1/session2/160,gospel,120,fill,4-4,drummer1/session2/160_gospel_120_fill_4-4.mid,drummer1/session2/160_gospel_120_fill_4-4.wav,1.823958,test
drummer1,drummer1/session2,drummer1/session2/161,afrocuban/rhumba,110,beat,4-4,drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.mid,drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.wav,226.789962,train
drummer1,drummer1/session2,drummer1/session2/162,afrocuban/rhumba,110,fill,4-4,drummer1/session2/162_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/162_afrocuban-rhumba_110_fill_4-4.wav,1.965911,train
drummer1,drummer1/session2,drummer1/session2/163,afrocuban/rhumba,110,fill,4-4,drummer1/session2/163_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/163_afrocuban-rhumba_110_fill_4-4.wav,1.980683,train
drummer1,drummer1/session2,drummer1/session2/164,afrocuban/rhumba,110,fill,4-4,drummer1/session2/164_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/164_afrocuban-rhumba_110_fill_4-4.wav,2.015911,train
drummer1,drummer1/session2,drummer1/session2/165,afrocuban/rhumba,110,fill,4-4,drummer1/session2/165_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/165_afrocuban-rhumba_110_fill_4-4.wav,1.993183,train
drummer1,drummer1/session2,drummer1/session2/166,afrocuban/rhumba,110,fill,4-4,drummer1/session2/166_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/166_afrocuban-rhumba_110_fill_4-4.wav,1.845456,train
drummer1,drummer1/session2,drummer1/session2/167,afrocuban/rhumba,110,fill,4-4,drummer1/session2/167_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/167_afrocuban-rhumba_110_fill_4-4.wav,1.845456,test
drummer1,drummer1/session2,drummer1/session2/168,afrocuban/rhumba,110,fill,4-4,drummer1/session2/168_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/168_afrocuban-rhumba_110_fill_4-4.wav,1.864774,train
drummer1,drummer1/session2,drummer1/session2/169,afrocuban/rhumba,110,fill,4-4,drummer1/session2/169_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/169_afrocuban-rhumba_110_fill_4-4.wav,2.088638,train
drummer1,drummer1/session2,drummer1/session2/17,country,114,fill,4-4,drummer1/session2/17_country_114_fill_4-4.mid,drummer1/session2/17_country_114_fill_4-4.wav,1.918860,train
drummer1,drummer1/session2,drummer1/session2/170,afrocuban/rhumba,110,fill,4-4,drummer1/session2/170_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/170_afrocuban-rhumba_110_fill_4-4.wav,1.872729,train
drummer1,drummer1/session2,drummer1/session2/171,afrocuban/rhumba,110,fill,4-4,drummer1/session2/171_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/171_afrocuban-rhumba_110_fill_4-4.wav,1.880683,train
drummer1,drummer1/session2,drummer1/session2/172,afrocuban/rhumba,110,fill,4-4,drummer1/session2/172_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/172_afrocuban-rhumba_110_fill_4-4.wav,1.845456,train
drummer1,drummer1/session2,drummer1/session2/173,afrocuban/rhumba,110,fill,4-4,drummer1/session2/173_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/173_afrocuban-rhumba_110_fill_4-4.wav,1.951138,train
drummer1,drummer1/session2,drummer1/session2/174,afrocuban/rhumba,110,fill,4-4,drummer1/session2/174_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/174_afrocuban-rhumba_110_fill_4-4.wav,2.000002,train
drummer1,drummer1/session2,drummer1/session2/175,afrocuban/rhumba,110,fill,4-4,drummer1/session2/175_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/175_afrocuban-rhumba_110_fill_4-4.wav,1.994320,train
drummer1,drummer1/session2,drummer1/session2/176,afrocuban/rhumba,110,fill,4-4,drummer1/session2/176_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/176_afrocuban-rhumba_110_fill_4-4.wav,2.000002,train
drummer1,drummer1/session2,drummer1/session2/177,afrocuban/rhumba,110,fill,4-4,drummer1/session2/177_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/177_afrocuban-rhumba_110_fill_4-4.wav,2.005683,train
drummer1,drummer1/session2,drummer1/session2/178,afrocuban/rhumba,110,fill,4-4,drummer1/session2/178_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/178_afrocuban-rhumba_110_fill_4-4.wav,2.103411,train
drummer1,drummer1/session2,drummer1/session2/179,afrocuban/rhumba,110,fill,4-4,drummer1/session2/179_afrocuban-rhumba_110_fill_4-4.mid,drummer1/session2/179_afrocuban-rhumba_110_fill_4-4.wav,1.984093,train
drummer1,drummer1/session2,drummer1/session2/18,country,114,fill,4-4,drummer1/session2/18_country_114_fill_4-4.mid,drummer1/session2/18_country_114_fill_4-4.wav,1.918860,test
drummer1,drummer1/session2,drummer1/session2/180,rock,50,beat,4-4,drummer1/session2/180_rock_50_beat_4-4.mid,drummer1/session2/180_rock_50_beat_4-4.wav,222.970000,train
drummer1,drummer1/session2,drummer1/session2/181,rock,115,beat,4-4,drummer1/session2/181_rock_115_beat_4-4.mid,drummer1/session2/181_rock_115_beat_4-4.wav,135.636923,train
drummer1,drummer1/session2,drummer1/session2/182,rock,115,fill,4-4,drummer1/session2/182_rock_115_fill_4-4.mid,drummer1/session2/182_rock_115_fill_4-4.wav,1.954347,train
drummer1,drummer1/session2,drummer1/session2/183,rock,115,fill,4-4,drummer1/session2/183_rock_115_fill_4-4.mid,drummer1/session2/183_rock_115_fill_4-4.wav,1.810869,train
drummer1,drummer1/session2,drummer1/session2/184,rock,115,fill,4-4,drummer1/session2/184_rock_115_fill_4-4.mid,drummer1/session2/184_rock_115_fill_4-4.wav,1.980434,train
drummer1,drummer1/session2,drummer1/session2/185,rock,115,fill,4-4,drummer1/session2/185_rock_115_fill_4-4.mid,drummer1/session2/185_rock_115_fill_4-4.wav,1.626087,validation
drummer1,drummer1/session2,drummer1/session2/186,rock,115,fill,4-4,drummer1/session2/186_rock_115_fill_4-4.mid,drummer1/session2/186_rock_115_fill_4-4.wav,2.052173,train
drummer1,drummer1/session2,drummer1/session2/187,rock,115,fill,4-4,drummer1/session2/187_rock_115_fill_4-4.mid,drummer1/session2/187_rock_115_fill_4-4.wav,2.020652,train
drummer1,drummer1/session2,drummer1/session2/188,rock,115,fill,4-4,drummer1/session2/188_rock_115_fill_4-4.mid,drummer1/session2/188_rock_115_fill_4-4.wav,2.164130,validation
drummer1,drummer1/session2,drummer1/session2/189,rock,115,fill,4-4,drummer1/session2/189_rock_115_fill_4-4.mid,drummer1/session2/189_rock_115_fill_4-4.wav,1.988043,train
drummer1,drummer1/session2,drummer1/session2/19,country,114,fill,4-4,drummer1/session2/19_country_114_fill_4-4.mid,drummer1/session2/19_country_114_fill_4-4.wav,2.051536,train
drummer1,drummer1/session2,drummer1/session2/190,rock,115,fill,4-4,drummer1/session2/190_rock_115_fill_4-4.mid,drummer1/session2/190_rock_115_fill_4-4.wav,2.071739,train
